lyrics,year,title,artist_x,weeks,rank,broad_genre,artist_y,Mood
"Home A place where I can go To take this off my shoulders Someone take me home Home A place where I can go To take this off my shoulders Someone take me home, Someone take me  Look, I didn't power through the struggle Just to let a little trouble, knock me out of my position And interrupt the vision After everything I witnessed, after all of these decisions All these miles, feets, inches They can't add up to the distance That I have been through, just to get to A place where even if there's no closure, I'm still safe I still ache from trying to keep pace Somebody give me a sign, I'm starting to lose faith.  Now tell me: how did all my dreams turn to nightmares? How did I lose it when I was right there? Now I'm so far that it feels like it's all gone to pieces Tell me why the world never fights fair I'm trying to find  Home A place where I can go To take this off my shoulders Someone take me home Home A place where I can go To take this off my shoulders Someone take me home(It's been a long time coming) Someone take me Hooooome, ho-o-o-o-me Hooome, hooome Someone take me Hooooome, ho-o-o-o-me Hoooome, hooome  Look, I been through so much pain And it's hard to maintain, any smile on my face 'Cause there's madness on my brain So I gotta make it back, but my home ain't on the map Gotta follow what I'm feeling to discover where it's at I need the (memory) In case this fate is forever, just to be sure these last days are better And if I have any (enemies) To give me the strength to look the devil in the face and make it home safe  Now tell me: how did all my dreams turn to nightmares? How did I lose it when I was right there? Now I'm so far that it feels like it's all gone to pieces Tell me why the world never fights fair I'm trying to find  Home A place where I can go To take this off my shoulders Someone take me home Someone take me  I found no cure for the loneliness I found no cure for the sickness Nothing here feels like home Crowded streets, but I'm all alone I found no cure for the loneliness I found no cure for the sickness Nothing here feels like home Crowded streets, but I'm all alone  Someone take me Hoooome, ho-o-o-o-me Take me home Hoooome, hooome (take me home) Someone take me Hoooome, ho-o-o-o-me (someone, someone) Nothing here feels like home(Hoooome, hooome) (Take me home) Someone take me",2017.0,Home,"machine gun kelly,",3.0,95.0,rap,She & Him,relaxed
"Home A place where I can go To take this off my shoulders Someone take me home Home A place where I can go To take this off my shoulders Someone take me home, Someone take me  Look, I didn't power through the struggle Just to let a little trouble, knock me out of my position And interrupt the vision After everything I witnessed, after all of these decisions All these miles, feets, inches They can't add up to the distance That I have been through, just to get to A place where even if there's no closure, I'm still safe I still ache from trying to keep pace Somebody give me a sign, I'm starting to lose faith.  Now tell me: how did all my dreams turn to nightmares? How did I lose it when I was right there? Now I'm so far that it feels like it's all gone to pieces Tell me why the world never fights fair I'm trying to find  Home A place where I can go To take this off my shoulders Someone take me home Home A place where I can go To take this off my shoulders Someone take me home(It's been a long time coming) Someone take me Hooooome, ho-o-o-o-me Hooome, hooome Someone take me Hooooome, ho-o-o-o-me Hoooome, hooome  Look, I been through so much pain And it's hard to maintain, any smile on my face 'Cause there's madness on my brain So I gotta make it back, but my home ain't on the map Gotta follow what I'm feeling to discover where it's at I need the (memory) In case this fate is forever, just to be sure these last days are better And if I have any (enemies) To give me the strength to look the devil in the face and make it home safe  Now tell me: how did all my dreams turn to nightmares? How did I lose it when I was right there? Now I'm so far that it feels like it's all gone to pieces Tell me why the world never fights fair I'm trying to find  Home A place where I can go To take this off my shoulders Someone take me home Someone take me  I found no cure for the loneliness I found no cure for the sickness Nothing here feels like home Crowded streets, but I'm all alone I found no cure for the loneliness I found no cure for the sickness Nothing here feels like home Crowded streets, but I'm all alone  Someone take me Hoooome, ho-o-o-o-me Take me home Hoooome, hooome (take me home) Someone take me Hoooome, ho-o-o-o-me (someone, someone) Nothing here feels like home(Hoooome, hooome) (Take me home) Someone take me",2017.0,Home,"machine gun kelly,",3.0,95.0,rap,Will Downing,relaxed
"Home A place where I can go To take this off my shoulders Someone take me home Home A place where I can go To take this off my shoulders Someone take me home, Someone take me  Look, I didn't power through the struggle Just to let a little trouble, knock me out of my position And interrupt the vision After everything I witnessed, after all of these decisions All these miles, feets, inches They can't add up to the distance That I have been through, just to get to A place where even if there's no closure, I'm still safe I still ache from trying to keep pace Somebody give me a sign, I'm starting to lose faith.  Now tell me: how did all my dreams turn to nightmares? How did I lose it when I was right there? Now I'm so far that it feels like it's all gone to pieces Tell me why the world never fights fair I'm trying to find  Home A place where I can go To take this off my shoulders Someone take me home Home A place where I can go To take this off my shoulders Someone take me home(It's been a long time coming) Someone take me Hooooome, ho-o-o-o-me Hooome, hooome Someone take me Hooooome, ho-o-o-o-me Hoooome, hooome  Look, I been through so much pain And it's hard to maintain, any smile on my face 'Cause there's madness on my brain So I gotta make it back, but my home ain't on the map Gotta follow what I'm feeling to discover where it's at I need the (memory) In case this fate is forever, just to be sure these last days are better And if I have any (enemies) To give me the strength to look the devil in the face and make it home safe  Now tell me: how did all my dreams turn to nightmares? How did I lose it when I was right there? Now I'm so far that it feels like it's all gone to pieces Tell me why the world never fights fair I'm trying to find  Home A place where I can go To take this off my shoulders Someone take me home Someone take me  I found no cure for the loneliness I found no cure for the sickness Nothing here feels like home Crowded streets, but I'm all alone I found no cure for the loneliness I found no cure for the sickness Nothing here feels like home Crowded streets, but I'm all alone  Someone take me Hoooome, ho-o-o-o-me Take me home Hoooome, hooome (take me home) Someone take me Hoooome, ho-o-o-o-me (someone, someone) Nothing here feels like home(Hoooome, hooome) (Take me home) Someone take me",2017.0,Home,"machine gun kelly,",1.0,90.0,rap,Glasser,relaxed
"Home A place where I can go To take this off my shoulders Someone take me home Home A place where I can go To take this off my shoulders Someone take me home, Someone take me  Look, I didn't power through the struggle Just to let a little trouble, knock me out of my position And interrupt the vision After everything I witnessed, after all of these decisions All these miles, feets, inches They can't add up to the distance That I have been through, just to get to A place where even if there's no closure, I'm still safe I still ache from trying to keep pace Somebody give me a sign, I'm starting to lose faith.  Now tell me: how did all my dreams turn to nightmares? How did I lose it when I was right there? Now I'm so far that it feels like it's all gone to pieces Tell me why the world never fights fair I'm trying to find  Home A place where I can go To take this off my shoulders Someone take me home Home A place where I can go To take this off my shoulders Someone take me home(It's been a long time coming) Someone take me Hooooome, ho-o-o-o-me Hooome, hooome Someone take me Hooooome, ho-o-o-o-me Hoooome, hooome  Look, I been through so much pain And it's hard to maintain, any smile on my face 'Cause there's madness on my brain So I gotta make it back, but my home ain't on the map Gotta follow what I'm feeling to discover where it's at I need the (memory) In case this fate is forever, just to be sure these last days are better And if I have any (enemies) To give me the strength to look the devil in the face and make it home safe  Now tell me: how did all my dreams turn to nightmares? How did I lose it when I was right there? Now I'm so far that it feels like it's all gone to pieces Tell me why the world never fights fair I'm trying to find  Home A place where I can go To take this off my shoulders Someone take me home Someone take me  I found no cure for the loneliness I found no cure for the sickness Nothing here feels like home Crowded streets, but I'm all alone I found no cure for the loneliness I found no cure for the sickness Nothing here feels like home Crowded streets, but I'm all alone  Someone take me Hoooome, ho-o-o-o-me Take me home Hoooome, hooome (take me home) Someone take me Hoooome, ho-o-o-o-me (someone, someone) Nothing here feels like home(Hoooome, hooome) (Take me home) Someone take me",2017.0,Home,"machine gun kelly,",1.0,90.0,rap,Blake Shelton,relaxed
"Home A place where I can go To take this off my shoulders Someone take me home Home A place where I can go To take this off my shoulders Someone take me home, Someone take me  Look, I didn't power through the struggle Just to let a little trouble, knock me out of my position And interrupt the vision After everything I witnessed, after all of these decisions All these miles, feets, inches They can't add up to the distance That I have been through, just to get to A place where even if there's no closure, I'm still safe I still ache from trying to keep pace Somebody give me a sign, I'm starting to lose faith.  Now tell me: how did all my dreams turn to nightmares? How did I lose it when I was right there? Now I'm so far that it feels like it's all gone to pieces Tell me why the world never fights fair I'm trying to find  Home A place where I can go To take this off my shoulders Someone take me home Home A place where I can go To take this off my shoulders Someone take me home(It's been a long time coming) Someone take me Hooooome, ho-o-o-o-me Hooome, hooome Someone take me Hooooome, ho-o-o-o-me Hoooome, hooome  Look, I been through so much pain And it's hard to maintain, any smile on my face 'Cause there's madness on my brain So I gotta make it back, but my home ain't on the map Gotta follow what I'm feeling to discover where it's at I need the (memory) In case this fate is forever, just to be sure these last days are better And if I have any (enemies) To give me the strength to look the devil in the face and make it home safe  Now tell me: how did all my dreams turn to nightmares? How did I lose it when I was right there? Now I'm so far that it feels like it's all gone to pieces Tell me why the world never fights fair I'm trying to find  Home A place where I can go To take this off my shoulders Someone take me home Someone take me  I found no cure for the loneliness I found no cure for the sickness Nothing here feels like home Crowded streets, but I'm all alone I found no cure for the loneliness I found no cure for the sickness Nothing here feels like home Crowded streets, but I'm all alone  Someone take me Hoooome, ho-o-o-o-me Take me home Hoooome, hooome (take me home) Someone take me Hoooome, ho-o-o-o-me (someone, someone) Nothing here feels like home(Hoooome, hooome) (Take me home) Someone take me",2017.0,Home,"machine gun kelly,",1.0,90.0,rap,Michael Buble,relaxed
"Home A place where I can go To take this off my shoulders Someone take me home Home A place where I can go To take this off my shoulders Someone take me home, Someone take me  Look, I didn't power through the struggle Just to let a little trouble, knock me out of my position And interrupt the vision After everything I witnessed, after all of these decisions All these miles, feets, inches They can't add up to the distance That I have been through, just to get to A place where even if there's no closure, I'm still safe I still ache from trying to keep pace Somebody give me a sign, I'm starting to lose faith.  Now tell me: how did all my dreams turn to nightmares? How did I lose it when I was right there? Now I'm so far that it feels like it's all gone to pieces Tell me why the world never fights fair I'm trying to find  Home A place where I can go To take this off my shoulders Someone take me home Home A place where I can go To take this off my shoulders Someone take me home(It's been a long time coming) Someone take me Hooooome, ho-o-o-o-me Hooome, hooome Someone take me Hooooome, ho-o-o-o-me Hoooome, hooome  Look, I been through so much pain And it's hard to maintain, any smile on my face 'Cause there's madness on my brain So I gotta make it back, but my home ain't on the map Gotta follow what I'm feeling to discover where it's at I need the (memory) In case this fate is forever, just to be sure these last days are better And if I have any (enemies) To give me the strength to look the devil in the face and make it home safe  Now tell me: how did all my dreams turn to nightmares? How did I lose it when I was right there? Now I'm so far that it feels like it's all gone to pieces Tell me why the world never fights fair I'm trying to find  Home A place where I can go To take this off my shoulders Someone take me home Someone take me  I found no cure for the loneliness I found no cure for the sickness Nothing here feels like home Crowded streets, but I'm all alone I found no cure for the loneliness I found no cure for the sickness Nothing here feels like home Crowded streets, but I'm all alone  Someone take me Hoooome, ho-o-o-o-me Take me home Hoooome, hooome (take me home) Someone take me Hoooome, ho-o-o-o-me (someone, someone) Nothing here feels like home(Hoooome, hooome) (Take me home) Someone take me",2017.0,Home,"machine gun kelly,",1.0,90.0,rap,Three Days Grace,relaxed
"Home A place where I can go To take this off my shoulders Someone take me home Home A place where I can go To take this off my shoulders Someone take me home, Someone take me  Look, I didn't power through the struggle Just to let a little trouble, knock me out of my position And interrupt the vision After everything I witnessed, after all of these decisions All these miles, feets, inches They can't add up to the distance That I have been through, just to get to A place where even if there's no closure, I'm still safe I still ache from trying to keep pace Somebody give me a sign, I'm starting to lose faith.  Now tell me: how did all my dreams turn to nightmares? How did I lose it when I was right there? Now I'm so far that it feels like it's all gone to pieces Tell me why the world never fights fair I'm trying to find  Home A place where I can go To take this off my shoulders Someone take me home Home A place where I can go To take this off my shoulders Someone take me home(It's been a long time coming) Someone take me Hooooome, ho-o-o-o-me Hooome, hooome Someone take me Hooooome, ho-o-o-o-me Hoooome, hooome  Look, I been through so much pain And it's hard to maintain, any smile on my face 'Cause there's madness on my brain So I gotta make it back, but my home ain't on the map Gotta follow what I'm feeling to discover where it's at I need the (memory) In case this fate is forever, just to be sure these last days are better And if I have any (enemies) To give me the strength to look the devil in the face and make it home safe  Now tell me: how did all my dreams turn to nightmares? How did I lose it when I was right there? Now I'm so far that it feels like it's all gone to pieces Tell me why the world never fights fair I'm trying to find  Home A place where I can go To take this off my shoulders Someone take me home Someone take me  I found no cure for the loneliness I found no cure for the sickness Nothing here feels like home Crowded streets, but I'm all alone I found no cure for the loneliness I found no cure for the sickness Nothing here feels like home Crowded streets, but I'm all alone  Someone take me Hoooome, ho-o-o-o-me Take me home Hoooome, hooome (take me home) Someone take me Hoooome, ho-o-o-o-me (someone, someone) Nothing here feels like home(Hoooome, hooome) (Take me home) Someone take me",2017.0,Home,"machine gun kelly,",1.0,90.0,rap,Staind,angry
"Home A place where I can go To take this off my shoulders Someone take me home Home A place where I can go To take this off my shoulders Someone take me home, Someone take me  Look, I didn't power through the struggle Just to let a little trouble, knock me out of my position And interrupt the vision After everything I witnessed, after all of these decisions All these miles, feets, inches They can't add up to the distance That I have been through, just to get to A place where even if there's no closure, I'm still safe I still ache from trying to keep pace Somebody give me a sign, I'm starting to lose faith.  Now tell me: how did all my dreams turn to nightmares? How did I lose it when I was right there? Now I'm so far that it feels like it's all gone to pieces Tell me why the world never fights fair I'm trying to find  Home A place where I can go To take this off my shoulders Someone take me home Home A place where I can go To take this off my shoulders Someone take me home(It's been a long time coming) Someone take me Hooooome, ho-o-o-o-me Hooome, hooome Someone take me Hooooome, ho-o-o-o-me Hoooome, hooome  Look, I been through so much pain And it's hard to maintain, any smile on my face 'Cause there's madness on my brain So I gotta make it back, but my home ain't on the map Gotta follow what I'm feeling to discover where it's at I need the (memory) In case this fate is forever, just to be sure these last days are better And if I have any (enemies) To give me the strength to look the devil in the face and make it home safe  Now tell me: how did all my dreams turn to nightmares? How did I lose it when I was right there? Now I'm so far that it feels like it's all gone to pieces Tell me why the world never fights fair I'm trying to find  Home A place where I can go To take this off my shoulders Someone take me home Someone take me  I found no cure for the loneliness I found no cure for the sickness Nothing here feels like home Crowded streets, but I'm all alone I found no cure for the loneliness I found no cure for the sickness Nothing here feels like home Crowded streets, but I'm all alone  Someone take me Hoooome, ho-o-o-o-me Take me home Hoooome, hooome (take me home) Someone take me Hoooome, ho-o-o-o-me (someone, someone) Nothing here feels like home(Hoooome, hooome) (Take me home) Someone take me",2017.0,Home,"machine gun kelly,",1.0,90.0,rap,Edward Sharpe & The Magnetic Zeros,relaxed
"Home A place where I can go To take this off my shoulders Someone take me home Home A place where I can go To take this off my shoulders Someone take me home, Someone take me  Look, I didn't power through the struggle Just to let a little trouble, knock me out of my position And interrupt the vision After everything I witnessed, after all of these decisions All these miles, feets, inches They can't add up to the distance That I have been through, just to get to A place where even if there's no closure, I'm still safe I still ache from trying to keep pace Somebody give me a sign, I'm starting to lose faith.  Now tell me: how did all my dreams turn to nightmares? How did I lose it when I was right there? Now I'm so far that it feels like it's all gone to pieces Tell me why the world never fights fair I'm trying to find  Home A place where I can go To take this off my shoulders Someone take me home Home A place where I can go To take this off my shoulders Someone take me home(It's been a long time coming) Someone take me Hooooome, ho-o-o-o-me Hooome, hooome Someone take me Hooooome, ho-o-o-o-me Hoooome, hooome  Look, I been through so much pain And it's hard to maintain, any smile on my face 'Cause there's madness on my brain So I gotta make it back, but my home ain't on the map Gotta follow what I'm feeling to discover where it's at I need the (memory) In case this fate is forever, just to be sure these last days are better And if I have any (enemies) To give me the strength to look the devil in the face and make it home safe  Now tell me: how did all my dreams turn to nightmares? How did I lose it when I was right there? Now I'm so far that it feels like it's all gone to pieces Tell me why the world never fights fair I'm trying to find  Home A place where I can go To take this off my shoulders Someone take me home Someone take me  I found no cure for the loneliness I found no cure for the sickness Nothing here feels like home Crowded streets, but I'm all alone I found no cure for the loneliness I found no cure for the sickness Nothing here feels like home Crowded streets, but I'm all alone  Someone take me Hoooome, ho-o-o-o-me Take me home Hoooome, hooome (take me home) Someone take me Hoooome, ho-o-o-o-me (someone, someone) Nothing here feels like home(Hoooome, hooome) (Take me home) Someone take me",2017.0,Home,"machine gun kelly,",1.0,90.0,rap,She & Him,relaxed
"Home A place where I can go To take this off my shoulders Someone take me home Home A place where I can go To take this off my shoulders Someone take me home, Someone take me  Look, I didn't power through the struggle Just to let a little trouble, knock me out of my position And interrupt the vision After everything I witnessed, after all of these decisions All these miles, feets, inches They can't add up to the distance That I have been through, just to get to A place where even if there's no closure, I'm still safe I still ache from trying to keep pace Somebody give me a sign, I'm starting to lose faith.  Now tell me: how did all my dreams turn to nightmares? How did I lose it when I was right there? Now I'm so far that it feels like it's all gone to pieces Tell me why the world never fights fair I'm trying to find  Home A place where I can go To take this off my shoulders Someone take me home Home A place where I can go To take this off my shoulders Someone take me home(It's been a long time coming) Someone take me Hooooome, ho-o-o-o-me Hooome, hooome Someone take me Hooooome, ho-o-o-o-me Hoooome, hooome  Look, I been through so much pain And it's hard to maintain, any smile on my face 'Cause there's madness on my brain So I gotta make it back, but my home ain't on the map Gotta follow what I'm feeling to discover where it's at I need the (memory) In case this fate is forever, just to be sure these last days are better And if I have any (enemies) To give me the strength to look the devil in the face and make it home safe  Now tell me: how did all my dreams turn to nightmares? How did I lose it when I was right there? Now I'm so far that it feels like it's all gone to pieces Tell me why the world never fights fair I'm trying to find  Home A place where I can go To take this off my shoulders Someone take me home Someone take me  I found no cure for the loneliness I found no cure for the sickness Nothing here feels like home Crowded streets, but I'm all alone I found no cure for the loneliness I found no cure for the sickness Nothing here feels like home Crowded streets, but I'm all alone  Someone take me Hoooome, ho-o-o-o-me Take me home Hoooome, hooome (take me home) Someone take me Hoooome, ho-o-o-o-me (someone, someone) Nothing here feels like home(Hoooome, hooome) (Take me home) Someone take me",2017.0,Home,"machine gun kelly,",1.0,90.0,rap,Will Downing,relaxed
"Doesn't matter where we are We are never far apart, no Doesn't matter where we go When I'm with you I am home Yeah, I am home  I think it was last year on my birthday when you broke the news Things ain't rollin' how we need them to and we have to move But I said, ""Dad, get those moving boxes out the room"" And cut the cake, I'll get it, I got it, I'll give my all for you Too many memories and feelings I'm not down to pack So lately I've been putting all this weight up on my back I know that's never what you wanted dad, but understand We can't afford another heart attack to keep the fam in tact It's whatever as long as we stick together This shit's forever, above us there's nothin' better Do you remember when you said ""Do what you love And don't give up, it's in your blood"" That's when you taught me If all I have is me, then all I need is family If all I have is home, then all I am is happy I may don't know at all but I know this Home isn't where you are, it's who you're with and it Doesn't matter where we are We are never far apart, no Doesn't matter where we go When I'm with you I am home  Yeah, I am home  Oh-oh-oh-oh-oh-oh-oh Oh-oh-oh-oh-oh-oh-oh, oh, oh Oh-oh-oh-oh-oh-oh-oh  When I'm with you I am home Yeah, I am home  No matter where we go, we'll call it home So no matter where we go, we're not alone Why fix something if it isn't broke? You call it holding on, I call it hope I'm not tryna make my sister move or tryna change my momma's mood So I got all this shit to do to make sure movin's not the move 'Cause lately I've been feeling all this pressure within But one day we gon' all be back together again So for now I'm on my grind, workin' all the time Sending all these dollars, dimes to you When I'm out there on the road, you can always hit my phone So I'm always right there next to you Now I'm missin' all these birthdays Just to put my family in a good place 'Cause that's all that i wanted in the first place 'Cause I only do it for my family So we good because When I get it all, I'mma give it all to you And when I get it all, I'mma give it all to you  And know I did it all, yeah I did it all for you When I'm with you I am home Yeah, I am home  Oh-oh-oh-oh-oh-oh-oh Oh-oh-oh-oh-oh-oh-oh, oh, oh Oh-oh-oh-oh-oh-oh-oh When I'm with you I am home Yeah, I am home",2016.0,Home,gnash,1.0,76.0,r&b,Glasser,relaxed
